System_ID,System_Name,Plant,Production_Line,Automation_Type,PLC,SCADA,DCS,Robot_Model,Status,Efficiency,Cycle_Time,Energy_Consumption,Downtime_Minutes,Alarm_Count,Operator_ID,Maintenance_Status,Project_ID,Compliance_Status,Created_Date
Sys0254,Fill Automation,Phoenix Plant,Line C,Robotic Cell,Plc254,Factorytalk,Honeywell Experion,Abb Irb2600,Running,76.19,27.15,2179.71,78,1,Op254,Scheduled,Prj254,Passed,2025-02-17
Sys0255,Instead Automation,Chicago Plant,Line A,Semi Automated,Plc255,Wonderware,Abb 800Xa,Fanuc M-20Id,Running,79.97,29.15,2454.12,242,3,Op255,Scheduled,Prj255,Pending,2024-10-07
Sys0256,Thousand Automation,Chicago Plant,Line D,Robotic Cell,Plc256,Factorytalk,Abb 800Xa,Yaskawa Gp25,Idle,83.9,21.44,873.17,22,8,Op256,Scheduled,Prj256,Pending,2025-09-23
Sys0257,Newspaper Automation,Houston Plant,Line B,Semi Automated,Plc257,Wincc,Abb 800Xa,Fanuc M-20Id,Running,91.04,34.25,1327.97,116,1,Op257,Scheduled,Prj257,Failed,2025-09-03
Sys0258,Sign Automation,Chicago Plant,Assembly Line,Robotic Cell,Plc258,Wonderware,Emerson Deltav,Abb Irb2600,Stopped,82.17,21.84,2207.88,17,4,Op258,Completed,Prj258,Pending,2026-06-08
Sys0259,Take Automation,Austin Plant,Line B,Fully Automated,Plc259,Ignition,Abb 800Xa,Fanuc M-20Id,Stopped,76.88,30.49,903.84,75,8,Op259,Scheduled,Prj259,Failed,2026-02-01
Sys0260,Any Automation,Dallas Plant,Line A,Semi Automated,Plc260,Wonderware,Emerson Deltav,Kuka Kr10,Maintenance,87.47,37.51,524.73,300,13,Op260,Completed,Prj260,Pending,2025-12-07
Sys0261,Across Automation,Austin Plant,Line B,Robotic Cell,Plc261,Wincc,Abb 800Xa,Fanuc M-20Id,Maintenance,95.82,36.4,2255.79,135,12,Op261,In Progress,Prj261,Pending,2025-10-05
Sys0262,Wide Automation,Phoenix Plant,Assembly Line,Semi Automated,Plc262,Wincc,Abb 800Xa,Kuka Kr10,Stopped,78.45,28.26,1887.32,19,12,Op262,Scheduled,Prj262,Failed,2024-08-06
Sys0263,From Automation,Austin Plant,Line A,Robotic Cell,Plc263,Wonderware,Honeywell Experion,Kuka Kr10,Running,83.11,33.81,1121.9,251,3,Op263,Completed,Prj263,Passed,2025-12-11
Sys0264,Behavior Automation,Houston Plant,Packaging Line,Semi Automated,Plc264,Factorytalk,Honeywell Experion,Yaskawa Gp25,Running,79.51,16.34,2147.94,248,11,Op264,Completed,Prj264,Failed,2024-09-15
Sys0265,Population Automation,Austin Plant,Line A,Semi Automated,Plc265,Wonderware,Abb 800Xa,Fanuc M-20Id,Idle,79.63,34.99,2173.95,127,1,Op265,Scheduled,Prj265,Passed,2026-05-03
Sys0266,True Automation,Houston Plant,Packaging Line,Fully Automated,Plc266,Factorytalk,Honeywell Experion,Yaskawa Gp25,Stopped,90.25,13.72,561.13,190,15,Op266,In Progress,Prj266,Pending,2025-10-03
Sys0267,Executive Automation,Austin Plant,Line D,Robotic Cell,Plc267,Factorytalk,Honeywell Experion,Abb Irb2600,Maintenance,92.98,30.67,1070.14,197,1,Op267,Completed,Prj267,Failed,2025-09-26
Sys0268,Knowledge Automation,Austin Plant,Line B,Robotic Cell,Plc268,Ignition,Emerson Deltav,Abb Irb2600,Maintenance,90.64,25.4,2229.26,4,15,Op268,Completed,Prj268,Failed,2024-09-02
Sys0269,Vote Automation,Austin Plant,Assembly Line,Fully Automated,Plc269,Ignition,Honeywell Experion,Kuka Kr10,Maintenance,85.17,21.29,1197.42,129,6,Op269,Scheduled,Prj269,Pending,2025-08-06
Sys0270,City Automation,Phoenix Plant,Assembly Line,Semi Automated,Plc270,Wincc,Abb 800Xa,Kuka Kr10,Maintenance,82.16,13.24,627.67,141,10,Op270,Scheduled,Prj270,Pending,2026-01-28
Sys0271,Would Automation,Houston Plant,Line B,Fully Automated,Plc271,Ignition,Abb 800Xa,Yaskawa Gp25,Maintenance,91.34,31.64,1810.8,151,8,Op271,Scheduled,Prj271,Pending,2026-03-25
Sys0272,Purpose Automation,Chicago Plant,Packaging Line,Fully Automated,Plc272,Ignition,Honeywell Experion,Abb Irb2600,Stopped,96.76,30.16,1514.63,87,5,Op272,Scheduled,Prj272,Passed,2026-05-11
Sys0273,Exactly Automation,Chicago Plant,Line B,Robotic Cell,Plc273,Factorytalk,Emerson Deltav,Abb Irb2600,Maintenance,90.71,16.67,946.66,157,13,Op273,Scheduled,Prj273,Pending,2025-11-01
Sys0274,Responsibility Automation,Houston Plant,Assembly Line,Semi Automated,Plc274,Wonderware,Abb 800Xa,Yaskawa Gp25,Running,95.79,27.51,2388.6,36,15,Op274,Completed,Prj274,Failed,2024-12-05
Sys0275,Drive Automation,Dallas Plant,Packaging Line,Semi Automated,Plc275,Factorytalk,Honeywell Experion,Fanuc M-20Id,Idle,78.3,16.01,1318.38,291,14,Op275,Completed,Prj275,Pending,2024-10-20
Sys0276,One Automation,Austin Plant,Line A,Semi Automated,Plc276,Factorytalk,Emerson Deltav,Abb Irb2600,Maintenance,90.23,10.14,1047.06,86,5,Op276,Scheduled,Prj276,Passed,2024-07-31
Sys0277,Without Automation,Austin Plant,Assembly Line,Semi Automated,Plc277,Wonderware,Honeywell Experion,Yaskawa Gp25,Stopped,84.2,11.13,898.83,191,0,Op277,Scheduled,Prj277,Failed,2025-12-11
Sys0278,Range Automation,Austin Plant,Line A,Robotic Cell,Plc278,Wincc,Emerson Deltav,Abb Irb2600,Idle,91.64,20.33,757.86,196,9,Op278,Completed,Prj278,Passed,2025-06-24
Sys0279,Wait Automation,Dallas Plant,Line C,Semi Automated,Plc279,Wonderware,Emerson Deltav,Kuka Kr10,Stopped,96.31,39.86,1185.47,250,11,Op279,Completed,Prj279,Passed,2026-03-20
Sys0280,Mind Automation,Chicago Plant,Line A,Fully Automated,Plc280,Ignition,Emerson Deltav,Abb Irb2600,Idle,92.62,27.69,837.97,187,1,Op280,Scheduled,Prj280,Failed,2025-06-13
Sys0281,Material Automation,Houston Plant,Assembly Line,Robotic Cell,Plc281,Wincc,Emerson Deltav,Fanuc M-20Id,Running,90.69,10.59,1879.5,213,14,Op281,Scheduled,Prj281,Passed,2026-05-28
Sys0282,Occur Automation,Phoenix Plant,Line C,Semi Automated,Plc282,Ignition,Abb 800Xa,Fanuc M-20Id,Maintenance,85.1,13.03,1540.62,70,13,Op282,Completed,Prj282,Failed,2025-04-09
Sys0283,Probably Automation,Phoenix Plant,Line A,Semi Automated,Plc283,Wincc,Abb 800Xa,Yaskawa Gp25,Idle,89.62,33.34,2163.0,103,11,Op283,In Progress,Prj283,Pending,2026-02-02
Sys0284,Quickly Automation,Houston Plant,Line B,Fully Automated,Plc284,Wonderware,Abb 800Xa,Yaskawa Gp25,Maintenance,80.63,10.38,678.01,56,15,Op284,Completed,Prj284,Passed,2024-09-12
Sys0285,Design Automation,Phoenix Plant,Line A,Robotic Cell,Plc285,Wincc,Honeywell Experion,Abb Irb2600,Stopped,98.73,18.88,1428.55,51,5,Op285,Completed,Prj285,Pending,2025-06-23
Sys0286,Although Automation,Houston Plant,Packaging Line,Semi Automated,Plc286,Wonderware,Emerson Deltav,Fanuc M-20Id,Running,95.43,36.71,519.34,70,5,Op286,Scheduled,Prj286,Pending,2025-11-25
Sys0287,All Automation,Chicago Plant,Assembly Line,Semi Automated,Plc287,Wincc,Honeywell Experion,Kuka Kr10,Idle,77.73,22.01,1413.08,197,15,Op287,Scheduled,Prj287,Failed,2024-11-14
Sys0288,Training Automation,Austin Plant,Line A,Fully Automated,Plc288,Wincc,Abb 800Xa,Fanuc M-20Id,Stopped,96.87,24.48,1637.89,224,5,Op288,In Progress,Prj288,Pending,2025-04-05
Sys0289,Subject Automation,Houston Plant,Assembly Line,Fully Automated,Plc289,Ignition,Honeywell Experion,Yaskawa Gp25,Running,96.3,23.22,626.67,160,0,Op289,In Progress,Prj289,Failed,2025-08-18
Sys0290,Successful Automation,Phoenix Plant,Packaging Line,Robotic Cell,Plc290,Ignition,Emerson Deltav,Kuka Kr10,Running,85.39,31.8,1463.86,197,4,Op290,In Progress,Prj290,Failed,2025-10-30
Sys0291,Instead Automation,Dallas Plant,Line A,Robotic Cell,Plc291,Ignition,Emerson Deltav,Yaskawa Gp25,Stopped,95.87,12.25,1483.3,123,10,Op291,Scheduled,Prj291,Passed,2026-04-21
Sys0292,Science Automation,Phoenix Plant,Line B,Robotic Cell,Plc292,Wonderware,Honeywell Experion,Abb Irb2600,Running,86.02,34.04,1396.2,255,14,Op292,Scheduled,Prj292,Passed,2024-07-26
Sys0293,Article Automation,Chicago Plant,Packaging Line,Robotic Cell,Plc293,Wincc,Abb 800Xa,Yaskawa Gp25,Stopped,75.86,26.47,2151.82,155,6,Op293,In Progress,Prj293,Failed,2024-11-06
Sys0294,Get Automation,Chicago Plant,Line C,Semi Automated,Plc294,Wincc,Abb 800Xa,Yaskawa Gp25,Maintenance,88.44,28.59,1446.27,186,14,Op294,Completed,Prj294,Passed,2026-03-28
Sys0295,Response Automation,Austin Plant,Line A,Semi Automated,Plc295,Factorytalk,Emerson Deltav,Kuka Kr10,Maintenance,91.85,11.37,828.31,71,13,Op295,Completed,Prj295,Pending,2024-10-21
Sys0296,Pick Automation,Phoenix Plant,Line B,Fully Automated,Plc296,Wincc,Honeywell Experion,Abb Irb2600,Stopped,94.79,15.72,1175.87,212,1,Op296,In Progress,Prj296,Failed,2025-03-22
Sys0297,Letter Automation,Phoenix Plant,Line A,Semi Automated,Plc297,Wonderware,Emerson Deltav,Abb Irb2600,Stopped,75.1,32.09,1606.45,221,15,Op297,In Progress,Prj297,Passed,2026-02-27
Sys0298,Small Automation,Phoenix Plant,Line B,Robotic Cell,Plc298,Ignition,Abb 800Xa,Yaskawa Gp25,Maintenance,87.1,21.54,2459.0,127,8,Op298,Scheduled,Prj298,Pending,2025-03-08
Sys0299,Dark Automation,Houston Plant,Line D,Fully Automated,Plc299,Ignition,Honeywell Experion,Kuka Kr10,Maintenance,92.08,38.07,1765.17,102,6,Op299,In Progress,Prj299,Failed,2025-04-27
Sys0300,Final Automation,Houston Plant,Packaging Line,Semi Automated,Plc300,Ignition,Emerson Deltav,Abb Irb2600,Maintenance,92.05,32.82,1624.56,298,13,Op300,In Progress,Prj300,Failed,2026-02-15
Sys0301,Report Automation,Phoenix Plant,Line C,Semi Automated,Plc301,Wincc,Emerson Deltav,Fanuc M-20Id,Running,84.14,11.59,613.21,136,5,Op301,Scheduled,Prj301,Failed,2026-02-14
Sys0302,Off Automation,Houston Plant,Line B,Fully Automated,Plc302,Factorytalk,Abb 800Xa,Fanuc M-20Id,Maintenance,94.54,13.07,2236.07,287,7,Op302,In Progress,Prj302,Failed,2024-09-28
Sys0303,Ok Automation,Phoenix Plant,Line D,Fully Automated,Plc303,Factorytalk,Emerson Deltav,Fanuc M-20Id,Stopped,84.3,38.7,2451.65,160,1,Op303,Completed,Prj303,Failed,2025-09-26
Sys0304,Western Automation,Houston Plant,Line B,Robotic Cell,Plc304,Wonderware,Abb 800Xa,Kuka Kr10,Idle,93.63,38.93,1088.36,90,2,Op304,Completed,Prj304,Passed,2024-11-01
Sys0305,May Automation,Phoenix Plant,Line A,Semi Automated,Plc305,Wincc,Honeywell Experion,Kuka Kr10,Maintenance,78.12,27.52,1010.03,169,14,Op305,In Progress,Prj305,Passed,2025-07-27
Sys0306,Response Automation,Dallas Plant,Line B,Semi Automated,Plc306,Wincc,Emerson Deltav,Kuka Kr10,Stopped,93.96,26.5,645.76,162,7,Op306,Completed,Prj306,Failed,2025-05-31
Sys0307,Sure Automation,Dallas Plant,Assembly Line,Fully Automated,Plc307,Wonderware,Emerson Deltav,Yaskawa Gp25,Running,83.39,36.5,1826.67,169,11,Op307,Scheduled,Prj307,Passed,2024-10-28
Sys0308,Media Automation,Phoenix Plant,Assembly Line,Semi Automated,Plc308,Wincc,Abb 800Xa,Kuka Kr10,Stopped,80.77,29.27,2337.21,124,1,Op308,In Progress,Prj308,Pending,2025-11-13
Sys0309,Drop Automation,Chicago Plant,Line A,Semi Automated,Plc309,Factorytalk,Emerson Deltav,Kuka Kr10,Running,96.87,34.66,1249.92,260,14,Op309,Scheduled,Prj309,Passed,2026-05-02
Sys0310,Huge Automation,Houston Plant,Packaging Line,Fully Automated,Plc310,Factorytalk,Emerson Deltav,Fanuc M-20Id,Running,79.02,38.69,1575.95,3,2,Op310,Completed,Prj310,Failed,2025-02-28
Sys0311,Option Automation,Austin Plant,Packaging Line,Semi Automated,Plc311,Wincc,Abb 800Xa,Yaskawa Gp25,Running,92.93,14.61,1418.45,169,1,Op311,Completed,Prj311,Passed,2025-01-13
Sys0312,Better Automation,Dallas Plant,Line B,Semi Automated,Plc312,Wincc,Emerson Deltav,Abb Irb2600,Maintenance,84.78,23.53,1308.9,161,0,Op312,Scheduled,Prj312,Failed,2026-04-22
Sys0313,Friend Automation,Dallas Plant,Assembly Line,Fully Automated,Plc313,Wincc,Emerson Deltav,Fanuc M-20Id,Running,83.58,25.09,1079.67,154,2,Op313,Scheduled,Prj313,Pending,2025-05-15
Sys0314,Why Automation,Chicago Plant,Line D,Robotic Cell,Plc314,Wincc,Honeywell Experion,Abb Irb2600,Idle,78.27,21.73,2094.97,279,9,Op314,In Progress,Prj314,Passed,2024-12-31
Sys0315,Need Automation,Houston Plant,Packaging Line,Robotic Cell,Plc315,Factorytalk,Abb 800Xa,Abb Irb2600,Running,76.0,27.18,1288.16,280,2,Op315,Scheduled,Prj315,Passed,2026-03-06
Sys0316,Drop Automation,Houston Plant,Line B,Semi Automated,Plc316,Ignition,Abb 800Xa,Abb Irb2600,Idle,89.81,17.58,729.25,290,1,Op316,In Progress,Prj316,Pending,2024-07-19
Sys0317,Manage Automation,Phoenix Plant,Line A,Semi Automated,Plc317,Wincc,Honeywell Experion,Fanuc M-20Id,Idle,92.41,24.62,1161.7,65,7,Op317,Completed,Prj317,Pending,2024-10-31
Sys0318,Central Automation,Phoenix Plant,Line A,Fully Automated,Plc318,Factorytalk,Honeywell Experion,Yaskawa Gp25,Maintenance,89.79,19.17,1668.34,289,11,Op318,Scheduled,Prj318,Pending,2026-01-02
Sys0319,Rate Automation,Austin Plant,Line A,Semi Automated,Plc319,Ignition,Abb 800Xa,Yaskawa Gp25,Maintenance,95.16,14.03,1965.95,245,14,Op319,Scheduled,Prj319,Pending,2025-11-20
Sys0320,Be Automation,Houston Plant,Line D,Robotic Cell,Plc320,Wincc,Abb 800Xa,Fanuc M-20Id,Maintenance,95.61,14.2,1577.24,134,2,Op320,In Progress,Prj320,Passed,2026-06-11
Sys0321,Need Automation,Dallas Plant,Assembly Line,Robotic Cell,Plc321,Wincc,Emerson Deltav,Yaskawa Gp25,Idle,96.75,26.55,1586.94,276,15,Op321,In Progress,Prj321,Passed,2025-03-19
Sys0322,Onto Automation,Houston Plant,Line D,Fully Automated,Plc322,Factorytalk,Abb 800Xa,Yaskawa Gp25,Running,84.52,25.07,1825.36,84,4,Op322,Scheduled,Prj322,Passed,2025-03-28
Sys0323,Pull Automation,Austin Plant,Assembly Line,Robotic Cell,Plc323,Ignition,Emerson Deltav,Yaskawa Gp25,Maintenance,75.97,32.84,963.5,135,11,Op323,Completed,Prj323,Passed,2025-10-30
Sys0324,Never Automation,Austin Plant,Assembly Line,Semi Automated,Plc324,Wonderware,Honeywell Experion,Yaskawa Gp25,Running,75.96,29.46,706.45,266,8,Op324,In Progress,Prj324,Pending,2025-07-29
Sys0325,Real Automation,Phoenix Plant,Assembly Line,Robotic Cell,Plc325,Ignition,Honeywell Experion,Yaskawa Gp25,Maintenance,89.1,36.95,655.67,128,12,Op325,Completed,Prj325,Failed,2024-08-13
Sys0326,Step Automation,Chicago Plant,Line C,Semi Automated,Plc326,Wonderware,Honeywell Experion,Fanuc M-20Id,Idle,85.56,16.9,1529.08,143,6,Op326,Completed,Prj326,Passed,2026-07-04
Sys0327,Time Automation,Austin Plant,Line C,Robotic Cell,Plc327,Wincc,Emerson Deltav,Abb Irb2600,Stopped,94.47,31.61,1463.03,245,15,Op327,Completed,Prj327,Failed,2024-11-25
Sys0328,Much Automation,Austin Plant,Packaging Line,Semi Automated,Plc328,Wincc,Abb 800Xa,Fanuc M-20Id,Idle,88.76,14.83,1759.08,20,4,Op328,Completed,Prj328,Passed,2026-02-26
Sys0329,Approach Automation,Houston Plant,Line B,Robotic Cell,Plc329,Wonderware,Emerson Deltav,Fanuc M-20Id,Maintenance,97.73,16.5,1713.05,241,15,Op329,Completed,Prj329,Passed,2026-05-26
Sys0330,Most Automation,Chicago Plant,Assembly Line,Fully Automated,Plc330,Ignition,Emerson Deltav,Kuka Kr10,Idle,92.38,20.28,1406.94,35,7,Op330,Scheduled,Prj330,Pending,2024-12-23
Sys0331,Major Automation,Austin Plant,Line A,Fully Automated,Plc331,Ignition,Emerson Deltav,Yaskawa Gp25,Idle,89.53,15.32,2303.22,19,3,Op331,Completed,Prj331,Pending,2024-10-25
Sys0332,Education Automation,Austin Plant,Assembly Line,Robotic Cell,Plc332,Wincc,Emerson Deltav,Yaskawa Gp25,Stopped,83.89,11.3,1559.63,117,15,Op332,Scheduled,Prj332,Pending,2026-05-01
Sys0333,May Automation,Phoenix Plant,Packaging Line,Robotic Cell,Plc333,Wincc,Honeywell Experion,Abb Irb2600,Maintenance,86.45,16.98,2218.11,145,13,Op333,Scheduled,Prj333,Passed,2025-08-10
Sys0334,Appear Automation,Dallas Plant,Packaging Line,Robotic Cell,Plc334,Wincc,Emerson Deltav,Fanuc M-20Id,Running,84.0,16.16,2108.57,209,11,Op334,Completed,Prj334,Passed,2025-09-04
Sys0335,Create Automation,Chicago Plant,Packaging Line,Robotic Cell,Plc335,Factorytalk,Honeywell Experion,Yaskawa Gp25,Maintenance,89.69,39.75,1294.91,104,13,Op335,In Progress,Prj335,Failed,2026-04-07
Sys0336,Her Automation,Chicago Plant,Line B,Semi Automated,Plc336,Wonderware,Honeywell Experion,Kuka Kr10,Maintenance,93.58,21.94,776.14,60,7,Op336,Scheduled,Prj336,Failed,2025-02-23
Sys0337,Recent Automation,Austin Plant,Line A,Fully Automated,Plc337,Wonderware,Honeywell Experion,Fanuc M-20Id,Idle,84.34,29.08,2108.74,74,15,Op337,In Progress,Prj337,Pending,2026-04-11
Sys0338,Case Automation,Dallas Plant,Line A,Semi Automated,Plc338,Ignition,Honeywell Experion,Fanuc M-20Id,Running,92.39,37.92,1301.29,266,9,Op338,In Progress,Prj338,Failed,2025-06-24
Sys0339,Rich Automation,Dallas Plant,Line B,Robotic Cell,Plc339,Wonderware,Honeywell Experion,Fanuc M-20Id,Idle,95.41,37.92,1536.31,99,1,Op339,In Progress,Prj339,Failed,2025-06-04
Sys0340,Total Automation,Phoenix Plant,Packaging Line,Fully Automated,Plc340,Ignition,Emerson Deltav,Fanuc M-20Id,Maintenance,80.74,10.01,814.89,141,12,Op340,Scheduled,Prj340,Failed,2025-11-01
Sys0341,Wife Automation,Chicago Plant,Line D,Robotic Cell,Plc341,Ignition,Emerson Deltav,Fanuc M-20Id,Running,97.06,26.49,1952.28,286,11,Op341,Scheduled,Prj341,Pending,2026-06-28
Sys0342,Arm Automation,Austin Plant,Assembly Line,Fully Automated,Plc342,Wonderware,Honeywell Experion,Fanuc M-20Id,Maintenance,79.2,25.19,1617.26,257,9,Op342,Scheduled,Prj342,Passed,2025-03-13
Sys0343,Per Automation,Phoenix Plant,Line C,Robotic Cell,Plc343,Factorytalk,Emerson Deltav,Yaskawa Gp25,Stopped,88.52,33.1,2014.95,234,14,Op343,In Progress,Prj343,Passed,2025-01-08
Sys0344,Leader Automation,Chicago Plant,Line A,Semi Automated,Plc344,Wincc,Honeywell Experion,Abb Irb2600,Idle,94.2,22.37,1206.19,274,0,Op344,In Progress,Prj344,Pending,2026-04-03
Sys0345,Relate Automation,Austin Plant,Line C,Fully Automated,Plc345,Wonderware,Emerson Deltav,Kuka Kr10,Running,88.31,15.35,1127.75,111,8,Op345,Completed,Prj345,Failed,2025-05-03
Sys0346,Such Automation,Austin Plant,Line D,Robotic Cell,Plc346,Ignition,Abb 800Xa,Abb Irb2600,Maintenance,79.96,16.08,999.39,182,4,Op346,Completed,Prj346,Passed,2025-04-01
Sys0347,Six Automation,Dallas Plant,Packaging Line,Robotic Cell,Plc347,Wonderware,Emerson Deltav,Fanuc M-20Id,Running,95.35,21.14,1130.83,294,8,Op347,Scheduled,Prj347,Passed,2024-12-07
Sys0348,Night Automation,Phoenix Plant,Line C,Semi Automated,Plc348,Ignition,Emerson Deltav,Abb Irb2600,Running,87.62,22.7,2379.31,16,11,Op348,Scheduled,Prj348,Failed,2026-04-04
Sys0349,Through Automation,Austin Plant,Line D,Fully Automated,Plc349,Wonderware,Honeywell Experion,Fanuc M-20Id,Running,91.18,21.38,701.5,185,8,Op349,Completed,Prj349,Failed,2025-11-13
Sys0350,Part Automation,Houston Plant,Line B,Semi Automated,Plc350,Wonderware,Emerson Deltav,Kuka Kr10,Maintenance,79.41,22.72,1338.19,190,11,Op350,Scheduled,Prj350,Pending,2025-09-27
Sys0351,American Automation,Chicago Plant,Line B,Robotic Cell,Plc351,Ignition,Emerson Deltav,Abb Irb2600,Running,92.3,34.12,1610.68,195,6,Op351,Completed,Prj351,Failed,2025-02-23
Sys0352,Population Automation,Austin Plant,Line D,Fully Automated,Plc352,Ignition,Honeywell Experion,Yaskawa Gp25,Idle,98.89,35.48,1534.01,161,15,Op352,Scheduled,Prj352,Pending,2026-05-06
Sys0353,Similar Automation,Phoenix Plant,Assembly Line,Fully Automated,Plc353,Wonderware,Abb 800Xa,Abb Irb2600,Running,80.17,17.63,2177.94,49,14,Op353,In Progress,Prj353,Pending,2024-11-20
Sys0354,Gas Automation,Houston Plant,Line C,Semi Automated,Plc354,Factorytalk,Honeywell Experion,Fanuc M-20Id,Stopped,77.91,36.02,2426.23,101,5,Op354,Scheduled,Prj354,Pending,2025-12-08
Sys0355,Board Automation,Houston Plant,Packaging Line,Robotic Cell,Plc355,Wonderware,Emerson Deltav,Yaskawa Gp25,Running,84.15,18.6,1763.42,74,5,Op355,In Progress,Prj355,Pending,2024-08-29
Sys0356,Fund Automation,Chicago Plant,Packaging Line,Robotic Cell,Plc356,Wonderware,Abb 800Xa,Fanuc M-20Id,Idle,83.25,19.4,1806.03,136,12,Op356,Scheduled,Prj356,Pending,2025-04-21
Sys0357,International Automation,Houston Plant,Packaging Line,Robotic Cell,Plc357,Wonderware,Honeywell Experion,Abb Irb2600,Idle,95.5,13.75,969.25,128,2,Op357,Completed,Prj357,Passed,2025-05-24
Sys0358,Civil Automation,Chicago Plant,Line A,Fully Automated,Plc358,Wincc,Honeywell Experion,Fanuc M-20Id,Running,93.5,25.72,2492.03,53,8,Op358,In Progress,Prj358,Passed,2025-12-22
Sys0359,South Automation,Dallas Plant,Packaging Line,Semi Automated,Plc359,Factorytalk,Abb 800Xa,Abb Irb2600,Maintenance,85.64,13.79,1553.48,87,0,Op359,Completed,Prj359,Failed,2024-08-30
Sys0360,Nature Automation,Houston Plant,Line C,Semi Automated,Plc360,Wonderware,Emerson Deltav,Kuka Kr10,Stopped,78.24,38.45,1578.58,233,13,Op360,In Progress,Prj360,Failed,2026-03-22
Sys0361,Matter Automation,Phoenix Plant,Line C,Semi Automated,Plc361,Wonderware,Emerson Deltav,Abb Irb2600,Running,85.6,20.97,1019.61,155,0,Op361,Completed,Prj361,Failed,2024-07-24
Sys0362,Work Automation,Austin Plant,Line C,Semi Automated,Plc362,Wonderware,Emerson Deltav,Fanuc M-20Id,Stopped,97.73,24.31,518.27,220,9,Op362,In Progress,Prj362,Passed,2024-12-09
Sys0363,Party Automation,Dallas Plant,Assembly Line,Semi Automated,Plc363,Ignition,Honeywell Experion,Yaskawa Gp25,Stopped,81.0,31.45,1791.98,193,7,Op363,Scheduled,Prj363,Passed,2025-02-22
Sys0364,Actually Automation,Chicago Plant,Packaging Line,Fully Automated,Plc364,Factorytalk,Honeywell Experion,Kuka Kr10,Stopped,79.51,12.05,773.25,56,14,Op364,In Progress,Prj364,Pending,2026-01-12
Sys0365,American Automation,Houston Plant,Packaging Line,Robotic Cell,Plc365,Wonderware,Abb 800Xa,Kuka Kr10,Running,78.65,39.09,544.26,52,9,Op365,Scheduled,Prj365,Passed,2026-03-23
Sys0366,Level Automation,Chicago Plant,Packaging Line,Fully Automated,Plc366,Ignition,Abb 800Xa,Abb Irb2600,Running,86.85,20.26,1123.15,255,11,Op366,Scheduled,Prj366,Failed,2024-09-30
Sys0367,Something Automation,Dallas Plant,Line C,Fully Automated,Plc367,Ignition,Abb 800Xa,Kuka Kr10,Stopped,76.71,24.1,884.38,128,12,Op367,Completed,Prj367,Passed,2025-05-31
Sys0368,Story Automation,Austin Plant,Line D,Semi Automated,Plc368,Ignition,Emerson Deltav,Fanuc M-20Id,Idle,86.06,33.13,1542.28,106,15,Op368,Scheduled,Prj368,Failed,2025-01-22
Sys0369,Single Automation,Houston Plant,Line C,Fully Automated,Plc369,Wincc,Emerson Deltav,Fanuc M-20Id,Maintenance,86.55,18.96,1220.85,26,6,Op369,Completed,Prj369,Passed,2026-07-08
Sys0370,Spend Automation,Chicago Plant,Line C,Fully Automated,Plc370,Ignition,Honeywell Experion,Fanuc M-20Id,Stopped,93.94,10.27,583.99,243,4,Op370,Scheduled,Prj370,Passed,2025-06-19
Sys0371,Magazine Automation,Austin Plant,Line B,Semi Automated,Plc371,Wincc,Emerson Deltav,Kuka Kr10,Running,76.43,29.34,1902.66,54,4,Op371,Scheduled,Prj371,Passed,2025-09-27
Sys0372,Specific Automation,Houston Plant,Assembly Line,Robotic Cell,Plc372,Factorytalk,Honeywell Experion,Abb Irb2600,Running,91.54,20.75,769.46,20,15,Op372,In Progress,Prj372,Pending,2025-05-01
Sys0373,May Automation,Phoenix Plant,Line C,Robotic Cell,Plc373,Wonderware,Abb 800Xa,Abb Irb2600,Maintenance,82.77,24.05,2235.32,283,5,Op373,Completed,Prj373,Failed,2024-07-25
Sys0374,Worker Automation,Austin Plant,Line D,Semi Automated,Plc374,Factorytalk,Emerson Deltav,Kuka Kr10,Stopped,75.02,29.14,1258.09,94,0,Op374,In Progress,Prj374,Pending,2025-10-05
Sys0375,Security Automation,Phoenix Plant,Line B,Semi Automated,Plc375,Wincc,Emerson Deltav,Yaskawa Gp25,Idle,87.58,24.93,1602.94,144,10,Op375,Scheduled,Prj375,Failed,2025-05-14
Sys0376,Set Automation,Houston Plant,Line A,Fully Automated,Plc376,Wincc,Abb 800Xa,Abb Irb2600,Idle,95.96,16.06,1470.74,50,1,Op376,In Progress,Prj376,Failed,2025-01-01
Sys0377,He Automation,Chicago Plant,Packaging Line,Semi Automated,Plc377,Factorytalk,Abb 800Xa,Kuka Kr10,Idle,89.54,12.13,2360.42,106,15,Op377,Completed,Prj377,Pending,2025-11-03
Sys0378,Well Automation,Dallas Plant,Line C,Robotic Cell,Plc378,Wonderware,Honeywell Experion,Fanuc M-20Id,Maintenance,87.7,32.03,2168.91,39,6,Op378,In Progress,Prj378,Passed,2026-02-24
Sys0379,Work Automation,Dallas Plant,Packaging Line,Fully Automated,Plc379,Wonderware,Abb 800Xa,Abb Irb2600,Idle,88.68,38.43,1616.85,285,13,Op379,In Progress,Prj379,Passed,2026-04-15
Sys0380,Spend Automation,Phoenix Plant,Line C,Robotic Cell,Plc380,Wonderware,Emerson Deltav,Yaskawa Gp25,Running,79.0,15.41,1303.11,172,5,Op380,In Progress,Prj380,Failed,2026-05-15
